Restaurant Name,Types of Food,Price,Discount,Rating,Discount_Percentage,Coupon_Code
Mughlai Restaurant,"Mughlai, Indian, Chinese, Biryani, Seafood",300.0,FLAT250 off | Use FLATDEAL,3.1,20.0,FLATDEAL
Dadu's Masala Republic,"Chaat, Indian, Continental, Biryani",500.0,30% off | Use TRYNEW,4.0,20.0,TRYNEW
Crispy Hub,"American, Pizzas, Continental, Snacks, Desserts, Beverages",250.0,,3.7,20.0,
SLAY Coffee,"Beverages, Desserts",200.0,FLAT125 off | Use FLATDEAL,4.3,20.0,FLATDEAL
Cream Stone Ice Cream Cakes,"Ice Cream, Desserts",500.0,60% off | Use TRYNEW,0.0,20.0,TRYNEW
Dhaba Estd 1986 Delhi,Indian,600.0,11% off | Use PARTY,4.2,20.0,PARTY
Combo Stories By 10D Express,"Continental, Chinese",400.0,FLAT125 off | Use FLATDEAL,4.0,20.0,FLATDEAL
Azaan Bait Al Mandi,Biryani,350.0,,3.8,20.0,
The Bon Appetite,"Chinese, Indian, Kebabs, Biryani",400.0,40% off | Use TRYNEW,4.2,20.0,TRYNEW
FISH OH FISH,"Biryani, Tandoor, Mughlai",400.0,,3.8,20.0,
Maggi Point,"Snacks, Fast Food, Burgers, Beverages",150.0,FLAT100 off | Use FLATDEAL,0.0,20.0,FLATDEAL
Manikantha Mess & Curry Point,"South Indian, Andhra",200.0,,3.3,20.0,
Fantastic Four Cafe,"Italian, Fast Food, Chinese",400.0,30% off | Use TRYNEW,4.1,20.0,TRYNEW
Chinese Corner restaurant,"Chinese, Beverages, Biryani",300.0,,0.0,20.0,
Baskin Robbins Happyness Shakes,"Beverages, Desserts",250.0,30% off | Use TRYNEW,0.0,20.0,TRYNEW
Waffle Studio,"Desserts, Beverages, Snacks",300.0,FLAT150 off | Use FLATDEAL,3.4,20.0,FLATDEAL
Juice Box,"Beverages, Snacks",150.0,,3.1,20.0,
Amma Special Food,"Indian, South Indian",100.0,10% off | Use TRYNEW,3.8,20.0,TRYNEW
Masala Medley,"North Indian, Chinese",449.0,,4.0,20.0,
Zam Zam Arabian Mandi	,"Arabian, Barbecue, Fast Food",500.0,60% off | Use TRYNEW,0.0,20.0,TRYNEW
Lazeez fast food,Chinese,200.0,,3.4,20.0,
New Lavish Food Court,Chinese,200.0,30% off on all orders,3.4,20.0,
Cafe Victory Biryani & Kababs,"Kebabs, Snacks, Biryani",300.0,,0.0,20.0,
INSOMNIA KETCHEN,"Snacks, Bakery, Ice Cream, Beverages",330.0,40% off | Use TRYNEW,0.0,20.0,TRYNEW
Amma Chethi Vanta Ruchulu,"South Indian, Snacks, Beverages",100.0,10% off | Use TRYNEW,0.0,20.0,TRYNEW
Kadir Nurman - Bonafide Shawarma,"Arabian, Lebanese, European",400.0,30% off | Use TRYNEW,4.1,20.0,TRYNEW
Oye Pizza,"Pizzas, Jain, Beverages",250.0,50% off | Use TRYNEW,3.7,20.0,TRYNEW
The Daily Bowl,"North Indian, Indian",200.0,50% off on all orders,0.0,20.0,
Seeta Fruit Juice Centre,"Ice Cream, Beverages",200.0,,3.4,20.0,
The Bubble Tea  Project,Beverages,260.0,10% off | Use TRYNEW,0.0,20.0,TRYNEW
Cremeborne - Ice Creams & dessert,"Ice Cream, Desserts, Beverages, Fast Food, Snacks",350.0,,4.1,20.0,
Roasted Cream,"Pizzas, Fast Food, Burgers",400.0,,0.0,20.0,
Itabian Restro,"Arabian, Kebabs",300.0,,4.4,20.0,
Wrap Up Crave by AVs Smokebox,"Lebanese, Fast Food, Snacks",400.0,20% off | Use TRYNEW,0.0,20.0,TRYNEW
New Akbar Fast Food,Indian,300.0,Free Akbar Special Soup on orders above ₹439,3.5,20.0,
Thickshake Zone,Beverages,450.0,50% off on all orders,4.0,20.0,
Binge O'Dimsum (B.O.D),"Thai, Asian, Chinese, Indian, Snacks, Japanese, Street Food, Pan-Asian, Korean, ...",600.0,40% off | Use PARTY,4.6,20.0,PARTY
Naintara ( By Sri Narsingh Bhelpuri ),"North Indian, Italian-American, Fast Food, Snacks",300.0,20% off | Use TRYNEW,4.2,20.0,TRYNEW
Sri Vigneshwara Curry Point,Indian,350.0,FLAT250 off | Use FLATDEAL,0.0,20.0,FLATDEAL
Bikanervala,"Sweets, North Indian, Chinese, South Indian",500.0,,4.3,20.0,
Sundae Everyday Ice Creams,"Beverages, Ice Cream, Desserts",100.0,FLAT125 off | Use FLATDEAL,3.9,20.0,FLATDEAL
Shree Ganesh Darshini,South Indian,150.0,,3.8,20.0,
Tempteas,"Beverages, Snacks",100.0,,3.8,20.0,
Darleys ice cream,"Desserts, Ice Cream, Beverages",100.0,,4.2,20.0,
Scoops Tiffin,South Indian,100.0,,4.2,20.0,
Qaffeine Coffee,"Beverages, Desserts, Snacks",400.0,30% off | Use TRYNEW,4.0,20.0,TRYNEW
Shah Ghouse Cafe & Restaurant,"Biryani, Chinese, Tandoor, Mughlai, North Indian",350.0,20% off | Use TRYNEW,4.1,20.0,TRYNEW
65 CORNER FAST FOOD,Chinese,250.0,,4.0,20.0,
Momo Guy,"Tibetan, Asian, Desserts",200.0,Flat ₹125 off on orders above ₹249,3.5,20.0,
Biryani Crave by AV s Smokebox,"Biryani, Tandoor",500.0,20% off | Use TRYNEW,0.0,20.0,TRYNEW
Mughal Restaurant,"Mughlai, Biryani, Chinese, Tandoor, North Indian",400.0,40% off | Use GUILTFREE,4.1,20.0,GUILTFREE
Class Inn,"North Indian, Chinese",200.0,,3.4,20.0,
Kshetra Restaurant,"North Indian, Chinese",400.0,,4.5,20.0,
Govind Dosa,South Indian,250.0,20% off | Use TRYNEW,4.2,20.0,TRYNEW
Baker Street,"Bakery, Continental",250.0,,4.2,20.0,
burrito ice cream,Ice Cream,200.0,10% off | Use TRYNEW,0.0,20.0,TRYNEW
Chai vaai cafe,"Chinese, Indian, Italian-American, Beverages, Burgers, Fast Food",400.0,FLAT100 off | Use FLATDEAL,4.2,20.0,FLATDEAL
CAFE ROSCA,"Pizzas, Pastas, Seafood",500.0,,4.2,20.0,
Bajrang chat bhandar,Chaat,150.0,,4.3,20.0,
Fullfills,"Cafe, Italian, Lebanese",500.0,,3.3,20.0,
Amritsar Haveli,"North Indian, Chinese, Beverages",600.0,,4.1,20.0,
Brown Bear,"Desserts, Bakery",250.0,,4.2,20.0,
Cookie Man,"Desserts, Ice Cream, Bakery",300.0,40% off | Use TRYNEW,3.4,20.0,TRYNEW
Dr.Bubbles - Champapet,"Waffle, Desserts, Beverages",300.0,30% off | Use TRYNEW,3.5,20.0,TRYNEW
Bombay Restaurant,"Biryani, Chinese, North Indian",200.0,,4.0,20.0,
Oriental Kitchen by 10D Express,Chinese,400.0,FLAT125 off | Use FLATDEAL,4.2,20.0,FLATDEAL
Punjabi kitchen,"Punjabi, North Indian, Indian",199.0,,4.0,20.0,
Aamantran Raga Sweets,"Chaat, Snacks, Bakery, Sweets",200.0,20% off | Use TRYNEW,4.0,20.0,TRYNEW
Delhi Chat House,"Chaat, Beverages, Fast Food, Pizzas",200.0,15% off | Use JUMBO,3.8,20.0,JUMBO
Southern Spice,"Biryani, North Indian, South Indian, Tandoor, Chinese",300.0,,4.0,20.0,
Shanbhags Chinese Food Court,"Chinese, North Indian, Snacks",300.0,,4.2,20.0,
V Cafe - Meals By PVR,"Pizzas, Snacks, American",400.0,Flat ₹125 off on orders above ₹249,3.6,20.0,
Prem Di Rasoi,"North Indian, Chinese",250.0,,4.2,20.0,
SAHASRA  KITCHEN'S,"Chinese, Indian",300.0,,3.7,20.0,
Food Field,Indian,400.0,,3.3,20.0,
Cravings,Snacks,250.0,,3.8,20.0,
BAGARA RICE AND CURRIES,"North Indian, Indian",200.0,,0.0,20.0,
LOW BUDGET CURRY POINT,"South Indian, Indian, Combo",200.0,,3.4,20.0,
Loukya Tasty Hub,"Pizzas, Snacks, Fast Food, Desserts, Beverages",99.0,50% off | Use TRYNEW,0.0,20.0,TRYNEW
Tinky Restaurant & Bar	,"Indian, Seafood, Biryani",500.0,,0.0,20.0,
sri vijay vaishnavi mess,Andhra,150.0,FLAT100 off | Use FLATDEAL,4.2,20.0,FLATDEAL
Kaati Zone Rolls & Wraps,"Fast Food, Bengali, Beverages, Desserts",150.0,40% off | Use GUILTFREE,3.9,20.0,GUILTFREE
Santosh Dhaba Estd 1990,"North Indian, Chinese, Biryani",400.0,40% off | Use GUILTFREE,3.3,20.0,GUILTFREE
Bombay Chowpati,"Chaat, Juices",200.0,FLAT100 off | Use FLATDEAL,3.8,20.0,FLATDEAL
Thali-Punjab-Di,"North Indian, Biryani, Tandoor, Thalis",250.0,,0.0,20.0,
Forbes cafe& Restaurant,Chinese,400.0,,0.0,20.0,
Jashwanth Tiffin Center,South Indian,250.0,15% off | Use TRYNEW,4.0,20.0,TRYNEW
Crazy Shawarma,"Lebanese, Snacks",300.0,,0.0,20.0,
MURABI,"Ice Cream, Juices, Beverages, Desserts, Sweets",100.0,20% off | Use TRYNEW,0.0,20.0,TRYNEW
Silver Salt,"Hyderabadi, Biryani, North Indian",300.0,10% off | Use PARTY,3.9,20.0,PARTY
NANI CAKES,"Bakery, Desserts",500.0,30% off | Use TRYNEW,0.0,20.0,TRYNEW
Aromas of Asia,"Chinese, Thai, Asian",300.0,,3.7,20.0,
Sri Vathsala Urban Mandi & Family Restaurant,"Chinese, Indian",300.0,,0.0,20.0,
Firangi Bake,"Italian, Mexican, Pastas, Ice Cream",400.0,50% off | Use GUILTFREE,3.8,20.0,GUILTFREE
Balaji dhaba,"North Indian, Biryani, Chinese, Indian, Tandoor",400.0,40% off | Use GUILTFREE,3.8,20.0,GUILTFREE
New Agra Sweets,"Sweets, Desserts",150.0,,4.1,20.0,
Falooda Shop,"Desserts, Beverages",300.0,,0.0,20.0,
Mana Inti Ruchulu,Indian,200.0,,0.0,20.0,
Winners Pizza (Fresh Dough),"Pizzas, Italian, Desserts, Beverages",300.0,Flat ₹125 off on orders above ₹249,4.0,20.0,
House of Milkshakes,"Beverages, Fast Food, Burgers, Snacks, Pizzas",300.0,,0.0,20.0,
New MayaBazar,Indian,200.0,,3.8,20.0,
Ofen,"European, Italian, Continental, Desserts",300.0,10% off | Use TRYNEW,4.2,20.0,TRYNEW
Bake Zone Bakery&Lounge,Desserts,300.0,,3.7,20.0,
Sahib Sindh Sultan,North Indian,300.0,,4.2,20.0,
BAGARA BOWL,Indian,500.0,,3.3,20.0,
The Platinum Hotel-Clove,"North Indian, South Indian, Continental, Chinese",300.0,,4.2,20.0,
Vamshis Noodles House,Chinese,160.0,,0.0,20.0,
Karachi Cafe,"Indian, Beverages",500.0,20% off | Use TRYNEW,4.0,20.0,TRYNEW
D 4 DONUT,"Desserts, Beverages",249.0,20% off | Use TRYNEW,4.0,20.0,TRYNEW
Aashirvad Tiffins,"South Indian, Chinese, Snacks, Juices",200.0,,4.2,20.0,
Mughlai Homely Kitchen	,Indian,399.0,FLAT250 off | Use FLATDEAL,0.0,20.0,FLATDEAL
Jain Jalsa,"Chinese, Fast Food, Indian",400.0,10% off | Use PARTY,4.2,20.0,PARTY
Apnaa Nukkad,"Chinese, Desserts",300.0,30% off | Use TRYNEW,3.7,20.0,TRYNEW
Sofra restaurent,"Biryani, Kebabs, Grill",599.0,,4.3,20.0,
Ciro's Pizzeria,"Italian, Pastas, Pizzas",600.0,,4.0,20.0,
Eat Italy,"Italian, American, Pastas, Pizzas",400.0,40% off | Use GUILTFREE,4.0,20.0,GUILTFREE
OKRA - Marriott,"Indian, Chinese, Italian",300.0,,3.9,20.0,
Wack Waffles & Brownies,"Waffle, Desserts, Beverages",300.0,Flat ₹125 off on orders above ₹249,3.5,20.0,
ATH - All Things Healthy!,"Healthy Food, Indian, Keto, Snacks, Bakery, North Indian",200.0,40% off | Use SPECIALS,4.2,20.0,SPECIALS
Fruit Wagon,"Beverages, Salads",150.0,,4.2,20.0,
Bangkok169,"Asian, Chinese, Combo",200.0,20% off | Use PARTY,3.7,20.0,PARTY
DOSTEA,Beverages,300.0,,4.4,20.0,
Sai Suruchi Grand Family Restaurant,"North Indian, Biryani, Chinese",350.0,10% off | Use TRYNEW,0.0,20.0,TRYNEW
Sarvi Bakery,"Desserts, Bakery",250.0,,4.1,20.0,
Flying Kombucha,"Healthy Food, Juices, Beverages",200.0,,0.0,20.0,
Terra Cakes,Bakery,100.0,60% off | Use TRYNEW,3.1,20.0,TRYNEW
Khichdi Paradise,"North Indian, Healthy Food, Desserts, Beverages",250.0,Flat ₹125 off on orders above ₹249,4.6,20.0,
The Board Game Cafe,"Indian, Chinese",500.0,,4.0,20.0,
Oven Spring Cake,Bakery,200.0,,4.7,20.0,
Veg Daawat by Behrouz,"Biryani, Mughlai, Lucknowi, Hyderabadi, Kebabs, North Indian, Persian, Desserts",500.0,FLAT125 off | Use FLATDEAL,0.0,20.0,FLATDEAL
DiabeSmart,"North Indian, Snacks, Healthy Food",300.0,40% off | Use SPECIALS,4.2,20.0,SPECIALS
PapaCream,"Ice Cream, Desserts",200.0,20% off | Use PARTY,4.1,20.0,PARTY
Sitara Foods,"Sweets, Desserts, Andhra, Snacks",410.0,,4.1,20.0,
Maa ki khichdi,"North Indian, Healthy Food, Desserts, Beverages",250.0,Flat ₹125 off on orders above ₹249,3.4,20.0,
Iceberg Organic Icecreams,"Ice Cream, Beverages, Juices, Desserts",200.0,FLAT100 off | Use FLATDEAL,4.1,20.0,FLATDEAL
Healing Rice Bowls,"Indian, Gujarati, Healthy Food",250.0,FLAT125 off | Use FLATDEAL,3.5,20.0,FLATDEAL
Barista Coffee,"Beverages, Snacks",350.0,Flat ₹150 off on orders above ₹499,3.2,20.0,
The Pizza Hub,Italian,200.0,,3.0,20.0,
Lasani Restaurant,"Mughlai, Chinese, Snacks, Seafood",2.0,,0.0,20.0,
"Giani's (From Delhi Chandni Chowk ,Since 1956)","Ice Cream, Desserts",250.0,40% off | Use TRYNEW,4.0,20.0,TRYNEW
Italian Express,"Italian, Mongolian, Jain",350.0,,3.5,20.0,
Ruchi food court ,"Indian, Seafood",200.0,,4.2,20.0,
Pizza And Burgers,"Pizzas, Beverages, Continental, Snacks, Desserts, American",300.0,,3.3,20.0,
RAMADEVI CURRY POINT & MESS,"Biryani, South Indian",100.0,,3.4,20.0,
Fried Chicken By Kilo	,"Burgers, Pastas, Desserts",450.0,30% off | Use TRYNEW,0.0,20.0,TRYNEW
Hotel Rajdhani,"North Indian, South Indian, Biryani, Tandoor",500.0,,3.7,20.0,
Hotel Abinand Grand,"Chinese, Biryani, North Indian, South Indian, Tandoor",300.0,,4.4,20.0,
Hotel Azizia,"North Indian, Biryani, Chinese",300.0,,3.7,20.0,
Dadu's - D'Creme,"Ice Cream, Desserts",300.0,30% off | Use TRYNEW,0.0,20.0,TRYNEW
ContiMental,"Pizzas, Fast Food, Burgers",400.0,30% off | Use TRYNEW,0.0,20.0,TRYNEW
"Oki Poki - Sushi, Dimsums & More","Chinese, Asian, Pan-Asian, Thai, Oriental",300.0,60% off | Use TRYNEW,0.0,20.0,TRYNEW
Samtrupthi Foods,South Indian,300.0,,0.0,20.0,
Food Street,"Chinese, Indian, North Indian, Andhra",250.0,,3.5,20.0,
Balaji Papalal Mithaiwala,"Sweets, Desserts",200.0,,4.1,20.0,
Bhagya lakshmi dhaba,North Indian,200.0,,0.0,20.0,
Palace Heights,"Indian, Chinese",300.0,,4.0,20.0,
The Golkonda Kitchen,"Indian, Chinese",300.0,,4.1,20.0,
NEW SHAHI NAAN,Indian,49.0,,4.7,20.0,
Urvasi Hotel,"North Indian, Andhra, Chinese",450.0,,4.2,20.0,
The Gallery Cafe,"Beverages, Continental",500.0,,0.0,20.0,
Gabru Di Chaap,"Fast Food, North Indian",300.0,,3.8,20.0,
Meetnparifoods,"Italian, Continental",300.0,,3.5,20.0,
Chat Corner,"Chaat, Snacks",150.0,,3.8,20.0,
Balaji Mukesh Mithai Bhandar,"Sweets, Street Food",200.0,30% off | Use TRYNEW,4.3,20.0,TRYNEW
Shawarma Buzz,Arabian,300.0,,0.0,20.0,
TCS THE CHEESE CAKE STORY,"Bakery, Desserts",200.0,,4.1,20.0,
Saara Veg,"North Indian, Punjabi, Indian, Fast Food, Chaat, Tandoor, Beverages, Chinese, De...",400.0,20% off | Use TRYNEW,4.1,20.0,TRYNEW
Te - A Tea Tradition,"Beverages, Snacks",150.0,,4.2,20.0,
Waffle House,"Cafe, Desserts, Beverages",400.0,,3.8,20.0,
Punjabi Chaap Corner,"Punjabi, Snacks, Chinese",200.0,FLAT100 off | Use FLATDEAL,4.0,20.0,FLATDEAL
Ice N Spice (Hotel Inner Circle),"Indian, Chinese, Tandoor, South Indian",450.0,,3.8,20.0,
Kekiz Cake Shop,"Bakery, Desserts",100.0,,3.7,20.0,
Trio-La Patisserie,"Bakery, Desserts",300.0,,0.0,20.0,
True Chinese,Chinese,250.0,,0.0,20.0,
Cake & Desserts - Eclair De Cake,"Bakery, Desserts",300.0,Flat ₹125 off on orders above ₹249,4.1,20.0,
Santosh Dhaba The Original,Chinese,250.0,20% off | Use TRYNEW,3.5,20.0,TRYNEW
Kouzina Kafe - The Food Court,"Bakery, Desserts, Ice Cream, Beverages",150.0,40% off | Use TRYNEW,4.1,20.0,TRYNEW
Milano Bakers,"Bakery, Pizzas, Burgers, Snacks",400.0,,0.0,20.0,
SAFA MATAM AL MANDI,"Street Food, Arabian, Indian",600.0,,3.8,20.0,
Indulge Ice cream By Almond House,"Bakery, Desserts, Beverages",300.0,10% off | Use TRYNEW,0.0,20.0,TRYNEW
 Cozy Corner by Aamantran,"Continental, Chinese, North Indian, South Indian, Beverages",550.0,30% off | Use TRYNEW,0.0,20.0,TRYNEW
Jai Durga maa apna taste,North Indian,200.0,10% off | Use TRYNEW,4.4,20.0,TRYNEW
MADHU RUCHI PURE VEG RESTAURANT,"Chinese, Indian",400.0,,3.8,20.0,
MADHU RUCHI PURE VEG RESTAURANT,"Chinese, Indian",400.0,,3.8,20.0,
Saleem Stores The Pan Parlour,"Paan, Beverages",150.0,10% off | Use TRYNEW,4.3,20.0,TRYNEW
SRI RAMI REDDY PURE GHEE SWEETS,"Continental, Sweets, Indian",500.0,,4.5,20.0,
simply punjab,"North Indian, Indian, Biryani",200.0,,0.0,20.0,
Barfi Delite,"Indian, Continental, Fast Food, Pizzas, Chaat",350.0,,4.1,20.0,
Bakers Bay,"Bakery, Snacks",150.0,,3.7,20.0,
SEVEN HILLS BAKERY,"Bakery, Fast Food, Pizzas, Snacks",300.0,,0.0,20.0,
Magic Pancakes,"Desserts, Bakery, Beverages",250.0,Flat ₹125 off on orders above ₹249,3.3,20.0,
Punjabi Paratha castle,Punjabi,150.0,,3.6,20.0,
RASOI PURE VEG DHABA,"North Indian, Chinese, Beverages",300.0,30% off | Use TRYNEW,3.8,20.0,TRYNEW
Reblon Pizza,"Pizzas, Beverages",200.0,,5.0,20.0,
Sri Purna s kitchen,"Tandoor, Indian, Biryani, Chinese",300.0,20% off | Use TRYNEW,3.9,20.0,TRYNEW
Sharma Ji Pav Bhaji and Fast Food,"Chinese, Biryani",200.0,,3.7,20.0,
Pioneer Bakes,"Bakery, Desserts",200.0,,0.0,20.0,
China Box'd,"Snacks, Chinese",200.0,50% off | Use TRYNEW,0.0,20.0,TRYNEW
Sher-E-Punjab Dhaba,"Indian, Biryani",350.0,,4.1,20.0,
Cakes By Ofen,"Bakery, Desserts",500.0,,0.0,20.0,
SRI RAGHAVENDRA UDIPI,"South Indian, Fast Food, Chinese",350.0,,0.0,20.0,
Balaji Hukmichand Mithai Bhandar,"Sweets, Snacks",400.0,15% off | Use TRYNEW,3.9,20.0,TRYNEW
Srinivasa Bakery,"Bakery, Desserts, Pizzas, Snacks",200.0,,3.4,20.0,
By The Bay,"Indian, Asian, Italian, European",300.0,,4.4,20.0,
Italian Affair,Chinese,200.0,,4.2,20.0,
hotdog king,"Fast Food, Snacks, Biryani, Beverages",250.0,,0.0,20.0,
China Town,"Chinese, Fast Food",200.0,,0.0,20.0,
The Burger Dudes,"Beverages, Snacks, Chinese, South Indian",250.0,30% off | Use TRYNEW,0.0,20.0,TRYNEW
JUICE & SANDWICH POINT,"Juices, Snacks",200.0,,4.0,20.0,
Hangout Food Court,"North Indian, Chinese",260.0,,0.0,20.0,
GRAND RESTAURANT,"Sweets, Biryani, Kebabs",500.0,50% off | Use TRYNEW,0.0,20.0,TRYNEW
Balaji Vishnu Sweet House,Sweets,150.0,,3.8,20.0,
Panda Momos,"Tibetan, Asian, Beverages, Chinese",200.0,Flat ₹125 off on orders above ₹249,3.8,20.0,
Fusion Biryani,"Biryani, Desserts",250.0,50% off on all orders,4.1,20.0,
PACHADLU VS KAARALU,"South Indian, Indian, Andhra, Telangana, Beverages",500.0,10% off | Use TRYNEW,4.1,20.0,TRYNEW
walima Ki Dawat,"Biryani, Hyderabadi, Mughlai",700.0,,0.0,20.0,
Toran Sweets Bakers Cafe',"Italian-American, Fast Food, Chinese, Snacks",400.0,30% off | Use TRYNEW,0.0,20.0,TRYNEW
B V Grand,"Pizzas, Fast Food, Indian",200.0,,0.0,20.0,
Sahadeva Reddy Pure Ghee Sweets,Sweets,400.0,20% off | Use TRYNEW,4.3,20.0,TRYNEW
Euro Bakers,"Pizzas, Burgers, Bakery, Fast Food",200.0,10% off | Use TRYNEW,3.5,20.0,TRYNEW
NEW Babar Bakery,"Bakery, Snacks",300.0,,0.0,20.0,
KHAANSAAB EXPRESS,"Mughlai, Indian, Biryani, Kebabs",450.0,,4.4,20.0,
Narayan Upahaar,"Indian, Chinese",500.0,,0.0,20.0,
Naimat Delight,"Indian, Desserts",240.0,50% off | Use TRYNEW,3.7,20.0,TRYNEW
Shouqeen - E - Lazeez Kitchen,Chinese,250.0,10% off | Use TRYNEW,4.0,20.0,TRYNEW
My Unique Shop	,"Bakery, Snacks",60.0,,0.0,20.0,
AMMI'S ZAIQA,"Fast Food, Biryani, Arabian, Indian, Desserts, Beverages",400.0,,0.0,20.0,
Absolute Froot,Beverages,150.0,,3.5,20.0,
Rehman Bakery,"Fast Food, Desserts",200.0,,0.0,20.0,
Pizza Pub,"Pizzas, Italian, European, Beverages",400.0,,0.0,20.0,
Bakers Kitchen,"Desserts, Pastas",200.0,40% off | Use TRYNEW,3.4,20.0,TRYNEW
Bakers Kitchen,"Desserts, Pastas",200.0,40% off | Use TRYNEW,3.4,20.0,TRYNEW
Agra mithai vatika,"Sweets, South Indian, Chaat, Beverages",150.0,,3.5,20.0,
The Daily Meal,Indian,200.0,50% off on all orders,0.0,20.0,
OYE BURGER MONKS ,"Continental, Snacks",250.0,30% off | Use TRYNEW,4.3,20.0,TRYNEW
